participant_id,group,type,sentence_id,sentence,condition,lexicalization,value
E1879,,training,T1,Коля пришел домой.,,,5
E1879,,training,T2,Дети пришел домой.,,,1
E1879,,training,T3,Большинство гостей уже ушло.,,,2
E1879,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
E1879,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
E1879,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
E1879,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
E1879,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
E1879,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
E1879,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
E1879,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
E1879,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
E1879,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
E1879,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
E1879,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
E1879,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
L7636,,training,T1,Коля пришел домой.,,,4
L7636,,training,T2,Дети пришел домой.,,,1
L7636,,training,T3,Большинство гостей уже ушло.,,,2
L7636,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
L7636,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
L7636,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
L7636,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
L7636,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
L7636,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
L7636,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,1
L7636,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
L7636,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
L7636,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
L7636,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,1
L7636,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
L7636,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
K8545,,training,T1,Коля пришел домой.,,,5
K8545,,training,T2,Дети пришел домой.,,,1
K8545,,training,T3,Большинство гостей уже ушло.,,,1
K8545,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
K8545,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,4
K8545,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
K8545,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,3
K8545,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,3
K8545,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
K8545,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
K8545,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
K8545,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
K8545,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,4
K8545,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
K8545,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
K8545,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
M6198,,training,T1,Коля пришел домой.,,,5
M6198,,training,T2,Дети пришел домой.,,,1
M6198,,training,T3,Большинство гостей уже ушло.,,,4
M6198,,filler_pos,FP3,Петя купил очень красивое пальто.,,,4
M6198,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,1
M6198,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
M6198,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
M6198,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
M6198,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
M6198,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,4
M6198,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
M6198,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,4
M6198,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
M6198,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
M6198,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
M6198,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,3
Y4510,,training,T1,Коля пришел домой.,,,5
Y4510,,training,T2,Дети пришел домой.,,,1
Y4510,,training,T3,Большинство гостей уже ушло.,,,5
Y4510,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Y4510,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Y4510,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
Y4510,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
Y4510,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,5
Y4510,,filler_pos,FP3,Петя купил очень красивое пальто.,,,4
Y4510,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
Y4510,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Y4510,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
Y4510,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
Y4510,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
Y4510,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
Y4510,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,4
N8343,,training,T1,Коля пришел домой.,,,5
N8343,,training,T2,Дети пришел домой.,,,3
N8343,,training,T3,Большинство гостей уже ушло.,,,4
N8343,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
N8343,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,3
N8343,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
N8343,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
N8343,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,3
N8343,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
N8343,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,3
N8343,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
N8343,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,3
N8343,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
N8343,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
N8343,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
N8343,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
O7402,,training,T1,Коля пришел домой.,,,5
O7402,,training,T2,Дети пришел домой.,,,1
O7402,,training,T3,Большинство гостей уже ушло.,,,5
O7402,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
O7402,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,2
O7402,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
O7402,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,4
O7402,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
O7402,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,3
O7402,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
O7402,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
O7402,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
O7402,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
O7402,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
O7402,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
O7402,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
O8366,,training,T1,Коля пришел домой.,,,5
O8366,,training,T2,Дети пришел домой.,,,1
O8366,,training,T3,Большинство гостей уже ушло.,,,1
O8366,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
O8366,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
O8366,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
O8366,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,1
O8366,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
O8366,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
O8366,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
O8366,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,1
O8366,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
O8366,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,1
O8366,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,1
O8366,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
O8366,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
B5963,,training,T1,Коля пришел домой.,,,5
B5963,,training,T2,Дети пришел домой.,,,1
B5963,,training,T3,Большинство гостей уже ушло.,,,5
B5963,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
B5963,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
B5963,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
B5963,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
B5963,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
B5963,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
B5963,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,1
B5963,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
B5963,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,1
B5963,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
B5963,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
B5963,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
B5963,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
K1703,,training,T1,Коля пришел домой.,,,5
K1703,,training,T2,Дети пришел домой.,,,1
K1703,,training,T3,Большинство гостей уже ушло.,,,5
K1703,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
K1703,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
K1703,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
K1703,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
K1703,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,4
K1703,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
K1703,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
K1703,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
K1703,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
K1703,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
K1703,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
K1703,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
K1703,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
T1090,,training,T1,Коля пришел домой.,,,5
T1090,,training,T2,Дети пришел домой.,,,5
T1090,,training,T3,Большинство гостей уже ушло.,,,5
T1090,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
T1090,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
T1090,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
T1090,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
T1090,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
T1090,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,1
T1090,,filler_pos,FP3,Петя купил очень красивое пальто.,,,1
T1090,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,3
T1090,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
T1090,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,2
T1090,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,4
T1090,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
T1090,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
A9902,,training,T1,Коля пришел домой.,,,5
A9902,,training,T2,Дети пришел домой.,,,1
A9902,,training,T3,Большинство гостей уже ушло.,,,5
A9902,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
A9902,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
A9902,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
A9902,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
A9902,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
A9902,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
A9902,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
A9902,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
A9902,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
A9902,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
A9902,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
A9902,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
A9902,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
V2695,,training,T1,Коля пришел домой.,,,5
V2695,,training,T2,Дети пришел домой.,,,5
V2695,,training,T3,Большинство гостей уже ушло.,,,5
V2695,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
V2695,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
V2695,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,4
V2695,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
V2695,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,4
V2695,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,3
V2695,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
V2695,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,4
V2695,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
V2695,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
V2695,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
V2695,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,3
V2695,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,3
S3560,,training,T1,Коля пришел домой.,,,5
S3560,,training,T2,Дети пришел домой.,,,1
S3560,,training,T3,Большинство гостей уже ушло.,,,5
S3560,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
S3560,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
S3560,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
S3560,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
S3560,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,1
S3560,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
S3560,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,4
S3560,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
S3560,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
S3560,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
S3560,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,1
S3560,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
S3560,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,1
Z1425,,training,T1,Коля пришел домой.,,,4
Z1425,,training,T2,Дети пришел домой.,,,1
Z1425,,training,T3,Большинство гостей уже ушло.,,,2
Z1425,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,4
Z1425,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
Z1425,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,4
Z1425,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
Z1425,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,4
Z1425,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Z1425,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
Z1425,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Z1425,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
Z1425,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,1
Z1425,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,4
Z1425,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,4
Z1425,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,4
D2797,,training,T1,Коля пришел домой.,,,4
D2797,,training,T2,Дети пришел домой.,,,1
D2797,,training,T3,Большинство гостей уже ушло.,,,5
D2797,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
D2797,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
D2797,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,3
D2797,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
D2797,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,4
D2797,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
D2797,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,3
D2797,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
D2797,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,2
D2797,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
D2797,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
D2797,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
D2797,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
I8301,,training,T1,Коля пришел домой.,,,3
I8301,,training,T2,Дети пришел домой.,,,1
I8301,,training,T3,Большинство гостей уже ушло.,,,4
I8301,,filler_pos,FP3,Петя купил очень красивое пальто.,,,3
I8301,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,4
I8301,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
I8301,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
I8301,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,4
I8301,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,4
I8301,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
I8301,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,4
I8301,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
I8301,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
I8301,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
I8301,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
I8301,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
Y4058,,training,T1,Коля пришел домой.,,,5
Y4058,,training,T2,Дети пришел домой.,,,1
Y4058,,training,T3,Большинство гостей уже ушло.,,,4
Y4058,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Y4058,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,2
Y4058,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Y4058,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,2
Y4058,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
Y4058,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
Y4058,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
Y4058,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
Y4058,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
Y4058,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
Y4058,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Y4058,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,5
Y4058,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
M7186,,training,T1,Коля пришел домой.,,,5
M7186,,training,T2,Дети пришел домой.,,,1
M7186,,training,T3,Большинство гостей уже ушло.,,,2
M7186,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
M7186,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
M7186,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
M7186,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
M7186,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
M7186,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
M7186,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
M7186,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
M7186,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
M7186,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,3
M7186,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
M7186,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
M7186,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
S503,,training,T1,Коля пришел домой.,,,5
S503,,training,T2,Дети пришел домой.,,,1
S503,,training,T3,Большинство гостей уже ушло.,,,3
S503,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
S503,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,2
S503,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
S503,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
S503,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
S503,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
S503,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
S503,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
S503,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
S503,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
S503,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
S503,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
S503,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
Q4720,,training,T1,Коля пришел домой.,,,5
Q4720,,training,T2,Дети пришел домой.,,,1
Q4720,,training,T3,Большинство гостей уже ушло.,,,1
Q4720,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
Q4720,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
Q4720,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
Q4720,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Q4720,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
Q4720,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
Q4720,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,1
Q4720,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Q4720,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
Q4720,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Q4720,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,1
Q4720,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Q4720,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
N9039,,training,T1,Коля пришел домой.,,,5
N9039,,training,T2,Дети пришел домой.,,,1
N9039,,training,T3,Большинство гостей уже ушло.,,,5
N9039,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
N9039,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
N9039,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
N9039,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
N9039,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,3
N9039,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
N9039,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
N9039,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
N9039,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
N9039,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
N9039,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
N9039,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
N9039,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
E2961,,training,T1,Коля пришел домой.,,,5
E2961,,training,T2,Дети пришел домой.,,,1
E2961,,training,T3,Большинство гостей уже ушло.,,,3
E2961,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
E2961,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,2
E2961,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
E2961,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,3
E2961,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,4
E2961,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,2
E2961,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
E2961,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,4
E2961,,filler_pos,FP3,Петя купил очень красивое пальто.,,,4
E2961,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
E2961,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
E2961,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
E2961,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,4
